LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,LeftElbow_X,LeftElbow_Y,LeftElbow_Z,RightElbow_X,RightElbow_Y,RightElbow_Z,LeftWrist_X,LeftWrist_Y,LeftWrist_Z,RightWrist_X,RightWrist_Y,RightWrist_Z,LeftKnee_X,LeftKnee_Y,LeftKnee_Z,RightKnee_X,RightKnee_Y,RightKnee_Z,LeftAnkle_X,LeftAnkle_Y,LeftAnkle_Z,RightAnkle_X,RightAnkle_Y,RightAnkle_Z,LeftFootIndex_X,LeftFootIndex_Y,LeftFootIndex_Z,RightFootIndex_X,RightFootIndex_Y,RightFootIndex_Z,LeftHip_X,LeftHip_Y,LeftHip_Z,RightHip_X,RightHip_Y,RightHip_Z,frame,timestamp_offset_ms,movement,subject_id,repetition,is_correct,source_file
-0.011009965400033073,0.5129076380875737,0.18994852632461318,-0.17669926654880735,0.5149773047848945,-0.05177958989332143,0.06277800524666799,0.6664925688282008,0.4439439470574255,-0.3746356692897281,0.6315496532107796,-0.2537170489455194,-0.06122848805934046,0.7466537764725012,0.2062590213764849,-0.23032863748811194,0.7246928896853007,-0.03281577787480153,-0.05972545229287074,-0.41885915880863556,0.13506235605183614,0.05682377105768038,-0.40781302052607915,-0.2194390094588416,-0.04309858551620137,-0.8599118094576655,0.0761221548929032,0.3215211512170811,-0.695017994951867,-0.4332764249357226,-0.16327991090463367,-0.9255367520494274,0.16829679367552988,0.2671675849295677,-0.8506528897023967,-0.42492074035452787,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.009184694546388983,0.5133587034268574,0.18895866030159839,-0.17671565736638778,0.5150275272526481,-0.05142766147463795,0.06479693906271936,0.6667158475859027,0.4430353682854463,-0.37618025240026426,0.6313877744442333,-0.25197899534575663,-0.06036478588160829,0.7463488763384263,0.20577880498390086,-0.23027406641819295,0.7251061526314677,-0.03237525227401433,-0.06030138753749384,-0.4181605875788671,0.13719177536028276,0.05808069164426782,-0.4072218059910724,-0.21954021031845805,-0.04135937387620106,-0.8586813455340774,0.0750588325278177,0.3194122011053052,-0.6966374386738593,-0.43453387156836065,-0.16168381293346445,-0.9244070951118695,0.16697457277393807,0.2715584188131389,-0.8546120673175812,-0.43391716887489584,0.0,0.0,0.0,0.0,0.0,0.0,1,33,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.009011849653314585,0.5131631848966938,0.18907918137324756,-0.17808830447331125,0.514860452123141,-0.049946391285008385,0.06702682502600849,0.6671011538943843,0.4421955399316747,-0.37874694764732897,0.6307060443641266,-0.2496025381823619,-0.060200422838294854,0.7462568847903923,0.2058797529935314,-0.23069797281600146,0.7248424290498248,-0.03161768637219775,-0.06214482852981118,-0.41708185341165693,0.13919835703918346,0.05990109586091491,-0.40728022492525917,-0.21914010305677029,-0.041187425537994315,-0.8572557150514483,0.07527966302129538,0.31340065645769516,-0.7034548235970361,-0.43430613321685674,-0.16170495250010558,-0.922839406154361,0.1670437804815233,0.27146736834589824,-0.8631034981261729,-0.43380797036921914,0.0,0.0,0.0,0.0,0.0,0.0,2,66,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.010882050992135267,0.5124564320632166,0.19014070941852776,-0.18082562449801537,0.5141594316921567,-0.04825281224167827,0.06859640891265167,0.6661693682232768,0.44233542979192586,-0.38284552751219386,0.6295414338568788,-0.24680160140595897,-0.060018361066254466,0.7460063817730591,0.20700195214855066,-0.23268804807115684,0.7234792608641067,-0.03017757338950222,-0.06360009971898224,-0.41617821038493075,0.14082233291251056,0.056052936204279036,-0.41000526929501346,-0.21522393186818012,-0.04250940303872869,-0.8562806135978119,0.07645698621268968,0.3124304889106893,-0.7024584811442072,-0.4320637575537827,-0.1630439439469839,-0.9215516492092546,0.16842146008845288,0.27153857646804286,-0.8623766110444607,-0.4326893156954176,0.0,0.0,0.0,0.0,0.0,0.0,3,100,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.012241005621330625,0.5120170731094917,0.1908439543909517,-0.18293662666525304,0.5135597758679267,-0.047158255833513935,0.06946282645180837,0.6646002897350312,0.44301357021484117,-0.3865420666537652,0.6280576239627214,-0.2445961876114418,-0.05953500073739054,0.7457249686208007,0.2083310175076868,-0.23538762089606002,0.722249099991354,-0.028777159580481493,-0.063982599078069,-0.4153539020720787,0.14305958400345742,0.05283261104900727,-0.4115998035601942,-0.21318166677731243,-0.04398280085725942,-0.8554216310865699,0.07811158474901342,0.31013739881626357,-0.7035851081895153,-0.42955326548788664,-0.1645968384193895,-0.9204996537257727,0.1701086119256156,0.2709820370089379,-0.8639351445956328,-0.4305884289021399,0.0,0.0,0.0,0.0,0.0,0.0,4,133,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.012499171944276993,0.5118344142301963,0.19081243367493658,-0.18431400732133005,0.513272257779789,-0.04650962955515636,0.0690179791406414,0.663406040161657,0.4436516426744348,-0.3896834764591305,0.6265732474280197,-0.2428077095426835,-0.06035969572115288,0.7452005426966539,0.209411103716277,-0.23800940315264432,0.7211977640956617,-0.02754338407040785,-0.06511486472267344,-0.4141221641936783,0.14537454440075934,0.04989440283594754,-0.4128427217267212,-0.21167275126062257,-0.045471835816303485,-0.8541194804560055,0.0798432255270092,0.30929541831186064,-0.7030770382125386,-0.42789716098365893,-0.1662142633914846,-0.9190390791282073,0.17178374971788168,0.2703325618261449,-0.8634727168891366,-0.42910966803396533,0.0,0.0,0.0,0.0,0.0,0.0,5,166,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.01213133966272023,0.5121005663292588,0.19031363184773903,-0.18527232874491995,0.5131218422013448,-0.04592256373301279,0.06829635893661817,0.6632676997761198,0.4437432125589752,-0.3919895684698639,0.6253907794487685,-0.24139721131124525,-0.06322765116416729,0.7443105638507606,0.2104385995771745,-0.23997705798298902,0.7204598579179566,-0.026567929174248994,-0.06767179435941625,-0.41250665539835385,0.14755359086842645,0.04711513004986695,-0.41394707030136957,-0.2099899306999471,-0.04721160612614769,-0.852391292954903,0.08151779000857019,0.3079883947254145,-0.7021732076520617,-0.4271273852798092,-0.1678318079195931,-0.9173542500055372,0.17358803073566925,0.2689091475597674,-0.862544622586551,-0.42753946521884056,0.0,0.0,0.0,0.0,0.0,0.0,6,200,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.011499912076977092,0.5124877244260784,0.1900412732197365,-0.18592742748253566,0.5127707142383724,-0.04520794665806893,0.06783738817478369,0.6640569388100557,0.4435743782687336,-0.3937755019873512,0.6242862564906677,-0.23991318818180696,-0.06558196236582711,0.7438934280839491,0.21093094859417552,-0.24112532448970997,0.7202370722763538,-0.02592973613702859,-0.06942058246422762,-0.41115149160418585,0.1499223502383829,0.04470387069605,-0.41491036238467127,-0.20840829440106884,-0.04863498826607582,-0.8509394541725976,0.08334647089942872,0.30684778496783394,-0.7011141653253505,-0.4266874552217035,-0.16921332225949604,-0.9158751578495803,0.17549074829279868,0.2676087198221206,-0.8614460950411956,-0.4261251589619319,0.0,0.0,0.0,0.0,0.0,0.0,7,233,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.011308034837965109,0.5124846366223528,0.19040174213550262,-0.18657263189372802,0.5123078014865028,-0.04434789400273029,0.06745169111947869,0.6643494472435423,0.4439380396908992,-0.39574404656112794,0.6231354757079963,-0.2380260167442862,-0.06605785973638498,0.7440282258837128,0.21129228848603346,-0.24176347355662342,0.7196963622146142,-0.025273738675964386,-0.07035271137887555,-0.4101339625135738,0.15266296204501986,0.04166940210079706,-0.4165501921109943,-0.2053586230778826,-0.04995544731277038,-0.8498724651633056,0.0856417597132996,0.3057469021878495,-0.6997171172458103,-0.4252617997567707,-0.17061730617198206,-0.9147028652252671,0.177750842552321,0.2660590085905981,-0.8599359110300036,-0.42418601299749326,0.0,0.0,0.0,0.0,0.0,0.0,8,266,LegLunge,PM_021,1,True,PM_021-30fps.npy
-0.011830383809596778,0.5123433578029721,0.1909254814305405,-0.18729035527837098,0.512077550265059,-0.04360245707103988,0.06707114378768511,0.6643738055662234,0.44431838032812354,-0.3978908974723877,0.622333428889537,-0.23605432682639083,-0.0661022996086714,0.7443123542954548,0.21156912492647523,-0.24237074349819465,0.7190968355359584,-0.024517383643828494,-0.07163462615296717,-0.4090537370111107,0.1551600932692156,0.03746980941610606,-0.41862632587341153,-0.2021163319700649,-0.051208756216428925,-0.848802289285723,0.08821358278720305,0.30404879151543324,-0.6986500792092922,-0.42302396996968794,-0.17207082763850035,-0.9134742889263742,0.1801714005682145,0.26451885104796313,-0.8589051224546789,-0.4215911342995857,0.0,0.0,0.0,0.0,0.0,0.0,9,300,LegLunge,PM_021,1,True,PM_021-30fps.npy
